Drug_name,Pathway_name,smpdb-id,category
Zinc,Sulindac Action Pathway,SMP0000094,drug_action
Zinc,Nabumetone Action Pathway,SMP0000114,drug_action
Zinc,Valdecoxib Action Pathway,SMP0000116,drug_action
Zinc,2-Hydroxyglutric Aciduria (D and L Form),SMP0000136,disease
Zinc,Adenosine Deaminase Deficiency,SMP0000144,disease
Zinc,Benazepril Action Pathway,SMP0000145,drug_action
Zinc,Quinapril Action Pathway,SMP0000153,drug_action
Zinc,Ramipril Action Pathway,SMP0000154,drug_action
Zinc,Rescinnamine Action Pathway,SMP0000155,drug_action
Zinc,Eprosartan Action Pathway,SMP0000159,drug_action
Zinc,Irbesartan Action Pathway,SMP0000161,drug_action
Zinc,Losartan Action Pathway,SMP0000162,drug_action
Zinc,Valsartan Action Pathway,SMP0000165,drug_action
Zinc,AICA-Ribosiduria,SMP0000168,disease
Zinc,Alkaptonuria,SMP0000169,disease
Zinc,beta-Ureidopropionase Deficiency,SMP0000172,disease
Zinc,Canavan Disease,SMP0000175,disease
Zinc,Dihydropyrimidinase Deficiency,SMP0000178,disease
Zinc,Galactosemia,SMP0000182,disease
Zinc,gamma-Glutamyltransferase Deficiency,SMP0000183,disease
Zinc,Hawkinsinuria,SMP0000190,disease
Tiaprofenic acid,Tiaprofenic Acid Action Pathway,SMP0000705,drug_action
Phenindamine,Phenindamine H1-Antihistamine Action,SMP0061190,drug_action
Pheniramine,Pheniramine H1-Antihistamine Action,SMP0056662,drug_action
Lincomycin,Lincomycin Action Pathway,SMP0000728,drug_action
Etoricoxib,Etoricoxib Action Pathway,SMP0000695,drug_action
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,Adenylosuccinate Lyase Deficiency,SMP0000167,disease
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,Xanthine Dehydrogenase Deficiency (Xanthinuria),SMP0000220,disease
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,Homocarnosinosis,SMP0000385,disease
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,Xanthinuria Type I,SMP0000512,disease
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,Glucose-6-phosphate Dehydrogenase Deficiency,SMP0000518,disease
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,Mitochondrial DNA Depletion Syndrome,SMP0000536,disease
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,Myoadenylate Deaminase Deficiency,SMP0000537,disease
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,Pentose Phosphate Pathway,SMP0000031,metabolic
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,Pyrimidine Metabolism,SMP0000046,metabolic
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,Purine Metabolism,SMP0000050,metabolic
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,Glutamate Metabolism,SMP0000072,metabolic
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),SMP0000202,disease
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,Purine Nucleoside Phosphorylase Deficiency,SMP0000210,disease
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,Hyperinsulinism-Hyperammonemia Syndrome,SMP0000339,disease
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,Lesch-Nyhan Syndrome (LNS),SMP0000364,disease
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,Gout or Kelley-Seegmiller Syndrome,SMP0000365,disease
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,Mercaptopurine Action Pathway,SMP0000428,drug_action
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,Ribose-5-phosphate Isomerase Deficiency,SMP0000519,disease
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,Adenine Phosphoribosyltransferase Deficiency (APRT),SMP0000535,disease
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,Nicotinate and Nicotinamide Metabolism,SMP0000048,metabolic
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,2-Hydroxyglutric Aciduria (D and L Form),SMP0000136,disease
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,Adenosine Deaminase Deficiency,SMP0000144,disease
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,AICA-Ribosiduria,SMP0000168,disease
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,beta-Ureidopropionase Deficiency,SMP0000172,disease
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,Dihydropyrimidinase Deficiency,SMP0000178,disease
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,Molybdenum Cofactor Deficiency,SMP0000203,disease
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,UMP Synthase Deficiency (Orotic Aciduria),SMP0000219,disease
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency,SMP0000243,disease
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,Azathioprine Action Pathway,SMP0000427,drug_action
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,Thioguanine Action Pathway,SMP0000430,drug_action
Sorbitol,Galactosemia,SMP0000182,disease
Sorbitol,Fructose and Mannose Degradation,SMP0000064,metabolic
Sorbitol,Galactose Metabolism,SMP0000043,metabolic
Sorbitol,Fructosuria,SMP0000561,disease
Sorbitol,Fructose Intolerance, Hereditary,SMP0000725,disease
Thymidine monophosphate,Pyrimidine Metabolism,SMP0000046,metabolic
Thymidine monophosphate,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),SMP0000202,disease
Thymidine monophosphate,beta-Ureidopropionase Deficiency,SMP0000172,disease
Thymidine monophosphate,Dihydropyrimidinase Deficiency,SMP0000178,disease
Thymidine monophosphate,UMP Synthase Deficiency (Orotic Aciduria),SMP0000219,disease
AICA ribonucleotide,Adenylosuccinate Lyase Deficiency,SMP0000167,disease
AICA ribonucleotide,Xanthine Dehydrogenase Deficiency (Xanthinuria),SMP0000220,disease
AICA ribonucleotide,Xanthinuria Type I,SMP0000512,disease
AICA ribonucleotide,Mitochondrial DNA Depletion Syndrome,SMP0000536,disease
AICA ribonucleotide,Myoadenylate Deaminase Deficiency,SMP0000537,disease
AICA ribonucleotide,Purine Metabolism,SMP0000050,metabolic
AICA ribonucleotide,Purine Nucleoside Phosphorylase Deficiency,SMP0000210,disease
AICA ribonucleotide,Lesch-Nyhan Syndrome (LNS),SMP0000364,disease
AICA ribonucleotide,Gout or Kelley-Seegmiller Syndrome,SMP0000365,disease
AICA ribonucleotide,Mercaptopurine Action Pathway,SMP0000428,drug_action
AICA ribonucleotide,Adenine Phosphoribosyltransferase Deficiency (APRT),SMP0000535,disease
AICA ribonucleotide,Adenosine Deaminase Deficiency,SMP0000144,disease
AICA ribonucleotide,AICA-Ribosiduria,SMP0000168,disease
AICA ribonucleotide,Molybdenum Cofactor Deficiency,SMP0000203,disease
AICA ribonucleotide,Azathioprine Action Pathway,SMP0000427,drug_action
AICA ribonucleotide,Thioguanine Action Pathway,SMP0000430,drug_action
AICA ribonucleotide,Xanthinuria Type II,SMP0000513,disease
2-(3,4-Dihydroxyphenyl)Acetic Acid,Tyrosine Metabolism,SMP0000006,metabolic
2-(3,4-Dihydroxyphenyl)Acetic Acid,Tyrosinemia Type I,SMP0000218,disease
2-(3,4-Dihydroxyphenyl)Acetic Acid,Disulfiram Action Pathway,SMP0000429,drug_action
2-(3,4-Dihydroxyphenyl)Acetic Acid,Alkaptonuria,SMP0000169,disease
2-(3,4-Dihydroxyphenyl)Acetic Acid,Hawkinsinuria,SMP0000190,disease
2-(3,4-Dihydroxyphenyl)Acetic Acid,Tyrosinemia, Transient, of the Newborn,SMP0000494,disease
2-(3,4-Dihydroxyphenyl)Acetic Acid,Dopamine beta-Hydroxylase Deficiency,SMP0000498,disease
2-(3,4-Dihydroxyphenyl)Acetic Acid,Monoamine Oxidase-A Deficiency (MAO-A),SMP0000533,disease
2-phospho-D-glyceric acid,Gluconeogenesis,SMP0000128,metabolic
2-phospho-D-glyceric acid,Glycogenosis, Type IC,SMP0000574,disease
2-phospho-D-glyceric acid,Glycogenosis, Type IA. Von Gierke Disease,SMP0000581,disease
2-phospho-D-glyceric acid,Glycolysis,SMP0000040,metabolic
2-phospho-D-glyceric acid,Glycogenosis, Type VII. Tarui Disease,SMP0000531,disease
2-phospho-D-glyceric acid,Phosphoenolpyruvate Carboxykinase Deficiency 1 (PEPCK1),SMP0000560,disease
2-phospho-D-glyceric acid,Glycogenosis, Type IB,SMP0000573,disease
2-phospho-D-glyceric acid,Glycogen Storage Disease Type 1A (GSD1A) or Von Gierke Disease,SMP0000374,disease
2-phospho-D-glyceric acid,Fructose-1,6-diphosphatase Deficiency,SMP0000562,disease
2-phospho-D-glyceric acid,Triosephosphate Isomerase,SMP0000563,disease
2-phospho-D-glyceric acid,Fanconi-Bickel Syndrome,SMP0000572,disease
2-phospho-D-glyceric acid,Warburg Effect,SMP0000654,metabolic
1D-myo-inositol 1,3,4-trisphosphate,Inositol Metabolism,SMP0000011,metabolic
1D-myo-inositol 1,3,4-trisphosphate,Inositol Phosphate Metabolism,SMP0000462,metabolic
3-Iodo-Tyrosine,Thyroid Hormone Synthesis,SMP0000716,metabolic
Acetoacetic acid,Tyrosine Metabolism,SMP0000006,metabolic
Acetoacetic acid,Butyrate Metabolism,SMP0000073,metabolic
Acetoacetic acid,2-Methyl-3-hydroxybutryl-CoA Dehydrogenase Deficiency,SMP0000137,disease
Acetoacetic acid,3-Methylglutaconic Aciduria Type I,SMP0000139,disease
Acetoacetic acid,beta-Ketothiolase Deficiency,SMP0000173,disease
Acetoacetic acid,Tyrosinemia Type I,SMP0000218,disease
Acetoacetic acid,Tyrosinemia Type 3 (TYRO3),SMP0000370,disease
Acetoacetic acid,Disulfiram Action Pathway,SMP0000429,drug_action
Acetoacetic acid,Fatty Acid Biosynthesis,SMP0000456,metabolic
Acetoacetic acid,Isovaleric Acidemia,SMP0000524,disease
Acetoacetic acid,Phenylalanine and Tyrosine Metabolism,SMP0000008,metabolic
Acetoacetic acid,Ketone Body Metabolism,SMP0000071,metabolic
Acetoacetic acid,3-Hydroxy-3-methylglutaryl-CoA Lyase Deficiency,SMP0000138,disease
Acetoacetic acid,Alkaptonuria,SMP0000169,disease
Acetoacetic acid,Hawkinsinuria,SMP0000190,disease
Acetoacetic acid,Methylmalonic Aciduria,SMP0000200,disease
Acetoacetic acid,Tyrosinemia Type 2 (or Richner-Hanhart Syndrome),SMP0000369,disease
Acetoacetic acid,Tyrosinemia, Transient, of the Newborn,SMP0000494,disease
Acetoacetic acid,Dopamine beta-Hydroxylase Deficiency,SMP0000498,disease
Acetoacetic acid,Isobutyryl-CoA Dehydrogenase Deficiency,SMP0000523,disease
Acetoacetic acid,Monoamine Oxidase-A Deficiency (MAO-A),SMP0000533,disease
Acetoacetic acid,Valine, Leucine, and Isoleucine Degradation,SMP0000032,metabolic
Acetoacetic acid,3-Methylglutaconic Aciduria Type III,SMP0000140,disease
Acetoacetic acid,3-Methylglutaconic Aciduria Type IV,SMP0000141,disease
Acetoacetic acid,Maple Syrup Urine Disease,SMP0000199,disease
Acetoacetic acid,Phenylketonuria,SMP0000206,disease
Acetoacetic acid,Propionic Acidemia,SMP0000236,disease
Acetoacetic acid,3-Methylcrotonyl-CoA Carboxylase Deficiency Type I,SMP0000237,disease
Acetoacetic acid,Isovaleric Aciduria,SMP0000238,disease
Acetoacetic acid,Methylmalonate Semialdehyde Dehydrogenase Deficiency,SMP0000384,disease
Pantothenic acid,Carnosinuria, Carnosinemia,SMP0000493,disease
Pantothenic acid,beta-Alanine Metabolism,SMP0000007,metabolic
Pantothenic acid,Pantothenate and CoA Biosynthesis,SMP0000027,metabolic
Pantothenic acid,GABA-Transaminase Deficiency,SMP0000351,disease
Pantothenic acid,Ureidopropionase Deficiency,SMP0000492,disease
Dimethylallyl Diphosphate,Lovastatin Action Pathway,SMP0000099,drug_action
Dimethylallyl Diphosphate,Cerivastatin Action Pathway,SMP0000111,drug_action
Dimethylallyl Diphosphate,Hypercholesterolemia,SMP0000209,disease
Dimethylallyl Diphosphate,Chondrodysplasia Punctata II, X-Linked Dominant (CDPX2),SMP0000388,disease
Dimethylallyl Diphosphate,Smith-Lemli-Opitz Syndrome (SLOS),SMP0000389,disease
Dimethylallyl Diphosphate,Mevalonic Aciduria,SMP0000510,disease
Dimethylallyl Diphosphate,Simvastatin Action Pathway,SMP0000082,drug_action
Dimethylallyl Diphosphate,Pravastatin Action Pathway,SMP0000089,drug_action
Dimethylallyl Diphosphate,Rosuvastatin Action Pathway,SMP0000092,drug_action
Dimethylallyl Diphosphate,Zoledronate Action Pathway,SMP0000107,drug_action
Dimethylallyl Diphosphate,Pamidronate Action Pathway,SMP0000117,drug_action
Dimethylallyl Diphosphate,Fluvastatin Action Pathway,SMP0000119,drug_action
Dimethylallyl Diphosphate,Lysosomal Acid Lipase Deficiency (Wolman Disease),SMP0000319,disease
Dimethylallyl Diphosphate,Cholesteryl Ester Storage Disease,SMP0000508,disease
Dimethylallyl Diphosphate,Steroid Biosynthesis,SMP0000023,metabolic
Dimethylallyl Diphosphate,Ibandronate Action Pathway,SMP0000079,drug_action
Dimethylallyl Diphosphate,Alendronate Action Pathway,SMP0000095,drug_action
Dimethylallyl Diphosphate,Risedronate Action Pathway,SMP0000112,drug_action
Dimethylallyl Diphosphate,Atorvastatin Action Pathway,SMP0000131,drug_action
Dimethylallyl Diphosphate,Desmosterolosis,SMP0000386,disease
Dimethylallyl Diphosphate,CHILD Syndrome,SMP0000387,disease
Dimethylallyl Diphosphate,Hyper-IgD Syndrome,SMP0000509,disease
Dimethylallyl Diphosphate,Wolman Disease,SMP0000511,disease
Quinolinic Acid,Nicotinate and Nicotinamide Metabolism,SMP0000048,metabolic
Quinolinic Acid,Tryptophan Metabolism,SMP0000063,metabolic
Phosphoenolpyruvate,Glycogen Storage Disease Type 1A (GSD1A) or Von Gierke Disease,SMP0000374,disease
Phosphoenolpyruvate,Fructose-1,6-diphosphatase Deficiency,SMP0000562,disease
Phosphoenolpyruvate,Triosephosphate Isomerase,SMP0000563,disease
Phosphoenolpyruvate,Fanconi-Bickel Syndrome,SMP0000572,disease
Phosphoenolpyruvate,Warburg Effect,SMP0000654,metabolic
Phosphoenolpyruvate,Glycolysis,SMP0000040,metabolic
Phosphoenolpyruvate,Amino Sugar Metabolism,SMP0000045,metabolic
Phosphoenolpyruvate,Glycogenosis, Type VII. Tarui Disease,SMP0000531,disease
Phosphoenolpyruvate,G(M2)-Gangliosidosis: Variant B, Tay-Sachs Disease,SMP0000534,disease
Phosphoenolpyruvate,Pyruvate Kinase Deficiency,SMP0000559,disease
Phosphoenolpyruvate,Phosphoenolpyruvate Carboxykinase Deficiency 1 (PEPCK1),SMP0000560,disease
Phosphoenolpyruvate,Glycogenosis, Type IB,SMP0000573,disease
Phosphoenolpyruvate,Pyruvate Metabolism,SMP0000060,metabolic
Phosphoenolpyruvate,Gluconeogenesis,SMP0000128,metabolic
Phosphoenolpyruvate,Leigh Syndrome,SMP0000196,disease
Phosphoenolpyruvate,Pyruvate Dehydrogenase Complex Deficiency,SMP0000212,disease
Phosphoenolpyruvate,Sialuria or French Type Sialuria,SMP0000216,disease
Phosphoenolpyruvate,Sialuria or French Type Sialuria,SMP0000217,disease
Phosphoenolpyruvate,Salla Disease/Infantile Sialic Acid Storage Disease,SMP0000240,disease
Phosphoenolpyruvate,Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency),SMP0000334,disease
Phosphoenolpyruvate,Tay-Sachs Disease,SMP0000390,disease
Phosphoenolpyruvate,Primary Hyperoxaluria II, PH2,SMP0000558,disease
Phosphoenolpyruvate,Glycogenosis, Type IC,SMP0000574,disease
Phosphoenolpyruvate,Glycogenosis, Type IA. Von Gierke Disease,SMP0000581,disease
(4R,5R)-1,2-dithiane-4,5-diol,Vitamin K Metabolism,SMP0000464,metabolic
Methylamine,Citalopram Metabolism Pathway,SMP0000627,drug_metabolism
Methylamine,Tyrosine Metabolism,SMP0000006,metabolic
Methylamine,Tyrosinemia Type I,SMP0000218,disease
Methylamine,Citalopram Action Pathway,SMP0000424,drug_action
Methylamine,Disulfiram Action Pathway,SMP0000429,drug_action
Methylamine,Alkaptonuria,SMP0000169,disease
Methylamine,Hawkinsinuria,SMP0000190,disease
Methylamine,Tyrosinemia, Transient, of the Newborn,SMP0000494,disease
Methylamine,Dopamine beta-Hydroxylase Deficiency,SMP0000498,disease
Methylamine,Monoamine Oxidase-A Deficiency (MAO-A),SMP0000533,disease
Propylene glycol,Pyruvate Kinase Deficiency,SMP0000559,disease
Propylene glycol,Pyruvate Metabolism,SMP0000060,metabolic
Propylene glycol,Leigh Syndrome,SMP0000196,disease
Propylene glycol,Pyruvate Dehydrogenase Complex Deficiency,SMP0000212,disease
Propylene glycol,Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency),SMP0000334,disease
Propylene glycol,Primary Hyperoxaluria II, PH2,SMP0000558,disease
Dihydrouracil,Carnosinuria, Carnosinemia,SMP0000493,disease
Dihydrouracil,Pyrimidine Metabolism,SMP0000046,metabolic
Dihydrouracil,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),SMP0000202,disease
Dihydrouracil,beta-Alanine Metabolism,SMP0000007,metabolic
Dihydrouracil,beta-Ureidopropionase Deficiency,SMP0000172,disease
Dihydrouracil,Dihydropyrimidinase Deficiency,SMP0000178,disease
Dihydrouracil,UMP Synthase Deficiency (Orotic Aciduria),SMP0000219,disease
Dihydrouracil,GABA-Transaminase Deficiency,SMP0000351,disease
Dihydrouracil,Ureidopropionase Deficiency,SMP0000492,disease
Uridine diphosphate glucose,Galactose Metabolism,SMP0000043,metabolic
Uridine diphosphate glucose,Starch and Sucrose Metabolism,SMP0000058,metabolic
Uridine diphosphate glucose,Globoid Cell Leukodystrophy,SMP0000348,disease
Uridine diphosphate glucose,Lactose Synthesis,SMP0000444,metabolic
Uridine diphosphate glucose,Glycogen Synthetase Deficiency,SMP0000552,disease
Uridine diphosphate glucose,Glycogenosis, Type III. Cori Disease, Debrancher Glycogenosis,SMP0000553,disease
Uridine diphosphate glucose,Galactosemia,SMP0000182,disease
Uridine diphosphate glucose,Metachromatic Leukodystrophy (MLD),SMP0000347,disease
Uridine diphosphate glucose,Galactosemia II (GALK),SMP0000495,disease
Uridine diphosphate glucose,Mucopolysaccharidosis VI. Sly Syndrome,SMP0000556,disease
Uridine diphosphate glucose,Sucrase-Isomaltase Deficiency,SMP0000557,disease
Uridine diphosphate glucose,GLUT-1 Deficiency Syndrome,SMP0000580,disease
Uridine diphosphate glucose,Nucleotide Sugars Metabolism,SMP0000010,metabolic
Uridine diphosphate glucose,Sphingolipid Metabolism,SMP0000034,metabolic
Uridine diphosphate glucose,Gaucher Disease,SMP0000349,disease
Uridine diphosphate glucose,Galactosemia III,SMP0000496,disease
Uridine diphosphate glucose,Fabry Disease,SMP0000525,disease
Uridine diphosphate glucose,Krabbe Disease,SMP0000526,disease
Uridine diphosphate glucose,Glycogenosis, Type IV. Amylopectinosis, Anderson Disease,SMP0000554,disease
Uridine diphosphate glucose,Glycogenosis, Type VI. Hers Disease,SMP0000555,disease
Uridine diphosphate glucose,Congenital Disorder of Glycosylation CDG-IId,SMP0000579,disease
Putrescine,Cystathionine beta-Synthase Deficiency,SMP0000177,disease
Putrescine,Methionine Metabolism,SMP0000033,metabolic
Putrescine,Methionine Adenosyltransferase Deficiency,SMP0000221,disease
Putrescine,Spermidine and Spermine Biosynthesis,SMP0000445,metabolic
Putrescine,S-Adenosylhomocysteine (SAH) Hydrolase Deficiency,SMP0000214,disease
Putrescine,Glycine N-Methyltransferase Deficiency,SMP0000222,disease
Putrescine,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),SMP0000340,disease
Putrescine,Hypermethioninemia,SMP0000341,disease
Putrescine,Homocystinuria-Megaloblastic Anemia Due to Defect in Cobalamin Metabolism, cblG Complementation Type,SMP0000570,disease
Formic acid,Simvastatin Action Pathway,SMP0000082,drug_action
Formic acid,Pravastatin Action Pathway,SMP0000089,drug_action
Formic acid,Rosuvastatin Action Pathway,SMP0000092,drug_action
Formic acid,Zoledronate Action Pathway,SMP0000107,drug_action
Formic acid,Pamidronate Action Pathway,SMP0000117,drug_action
Formic acid,Fluvastatin Action Pathway,SMP0000119,drug_action
Formic acid,Lysosomal Acid Lipase Deficiency (Wolman Disease),SMP0000319,disease
Formic acid,Hyperphenylalaniemia Due to Guanosine Triphosphate Cyclohydrolase Deficiency,SMP0000487,disease
Formic acid,Hyperphenylalaninemia Due to 6-Pyruvoyltetrahydropterin Synthase Deficiency (ptps),SMP0000488,disease
Formic acid,Cholesteryl Ester Storage Disease,SMP0000508,disease
Formic acid,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),SMP0000543,disease
Formic acid,Folate Metabolism,SMP0000053,metabolic
Formic acid,Tryptophan Metabolism,SMP0000063,metabolic
Formic acid,Androgen and Estrogen Metabolism,SMP0000068,metabolic
Formic acid,Lovastatin Action Pathway,SMP0000099,drug_action
Formic acid,Cerivastatin Action Pathway,SMP0000111,drug_action
Formic acid,Hypercholesterolemia,SMP0000209,disease
Formic acid,Chondrodysplasia Punctata II, X-Linked Dominant (CDPX2),SMP0000388,disease
Formic acid,Smith-Lemli-Opitz Syndrome (SLOS),SMP0000389,disease
Formic acid,DOPA-Responsive Dystonia,SMP0000486,disease
Formic acid,Mevalonic Aciduria,SMP0000510,disease
Formic acid,Aromatase Deficiency,SMP0000565,disease
Formic acid,Pterine Biosynthesis,SMP0000005,metabolic
Formic acid,Steroid Biosynthesis,SMP0000023,metabolic
Formic acid,Ibandronate Action Pathway,SMP0000079,drug_action
Formic acid,Alendronate Action Pathway,SMP0000095,drug_action
Formic acid,Risedronate Action Pathway,SMP0000112,drug_action
Formic acid,Atorvastatin Action Pathway,SMP0000131,drug_action
Formic acid,17-beta Hydroxysteroid Dehydrogenase III Deficiency,SMP0000356,disease
Formic acid,Desmosterolosis,SMP0000386,disease
Taurine,Zellweger Syndrome,SMP0000316,disease
Taurine,Taurine and Hypotaurine Metabolism,SMP0000021,metabolic
Taurine,Congenital Bile Acid Synthesis Defect Type II,SMP0000314,disease
Taurine,27-Hydroxylase Deficiency,SMP0000720,disease
Taurine,Bile Acid Biosynthesis,SMP0000035,metabolic
Taurine,Cerebrotendinous Xanthomatosis (CTX),SMP0000315,disease
Taurine,Familial Hypercholanemia (FHCA),SMP0000317,disease
Taurine,Congenital Bile Acid Synthesis Defect Type III,SMP0000318,disease
trans-urocanic acid,Ammonia Recycling,SMP0000009,metabolic
trans-urocanic acid,Histidine Metabolism,SMP0000044,metabolic
trans-urocanic acid,Histidinemia,SMP0000191,disease
Guanosine-5'-Monophosphate,Purine Metabolism,SMP0000050,metabolic
Guanosine-5'-Monophosphate,Glutamate Metabolism,SMP0000072,metabolic
Guanosine-5'-Monophosphate,Purine Nucleoside Phosphorylase Deficiency,SMP0000210,disease
Guanosine-5'-Monophosphate,Clarithromycin Action Pathway,SMP0000248,drug_action
Guanosine-5'-Monophosphate,Roxithromycin Action Pathway,SMP0000251,drug_action
Guanosine-5'-Monophosphate,Gentamicin Action Pathway,SMP0000254,drug_action
Guanosine-5'-Monophosphate,Oxytetracycline Action Pathway,SMP0000293,drug_action
Guanosine-5'-Monophosphate,Tetracycline Action Pathway,SMP0000294,drug_action
Guanosine-5'-Monophosphate,Hyperinsulinism-Hyperammonemia Syndrome,SMP0000339,disease
Guanosine-5'-Monophosphate,Lesch-Nyhan Syndrome (LNS),SMP0000364,disease
Guanosine-5'-Monophosphate,Gout or Kelley-Seegmiller Syndrome,SMP0000365,disease
Guanosine-5'-Monophosphate,Mercaptopurine Action Pathway,SMP0000428,drug_action
Guanosine-5'-Monophosphate,Adenine Phosphoribosyltransferase Deficiency (APRT),SMP0000535,disease
Guanosine-5'-Monophosphate,Arbekacin Action Pathway,SMP0000713,drug_action
Guanosine-5'-Monophosphate,Troleandomycin Action Pathway,SMP0000730,drug_action
Guanosine-5'-Monophosphate,Josamycin Action Pathway,SMP0000731,drug_action
Guanosine-5'-Monophosphate,Adenylosuccinate Lyase Deficiency,SMP0000167,disease
Guanosine-5'-Monophosphate,Xanthine Dehydrogenase Deficiency (Xanthinuria),SMP0000220,disease
Guanosine-5'-Monophosphate,Azithromycin Action Pathway,SMP0000247,drug_action
Guanosine-5'-Monophosphate,Clindamycin Action Pathway,SMP0000249,drug_action
Guanosine-5'-Monophosphate,Erythromycin Action Pathway,SMP0000250,drug_action
Guanosine-5'-Monophosphate,Kanamycin Action Pathway,SMP0000255,drug_action
Guanosine-5'-Monophosphate,Neomycin Action Pathway,SMP0000256,drug_action
Guanosine-5'-Monophosphate,Netilmicin Action Pathway,SMP0000257,drug_action
Guanosine-5'-Monophosphate,Streptomycin Action Pathway,SMP0000259,drug_action
Guanosine-5'-Monophosphate,Clomocycline Action Pathway,SMP0000262,drug_action
Guanosine-5'-Monophosphate,Homocarnosinosis,SMP0000385,disease
Guanosine-5'-Monophosphate,Xanthinuria Type I,SMP0000512,disease
Guanosine-5'-Monophosphate,Mitochondrial DNA Depletion Syndrome,SMP0000536,disease
Guanosine-5'-Monophosphate,Myoadenylate Deaminase Deficiency,SMP0000537,disease
Prostaglandin D2,Piroxicam Action Pathway,SMP0000077,drug_action
Prostaglandin D2,Rofecoxib Action Pathway,SMP0000087,drug_action
Prostaglandin D2,Diclofenac Action Pathway,SMP0000093,drug_action
Prostaglandin D2,Sulindac Action Pathway,SMP0000094,drug_action
Prostaglandin D2,Nabumetone Action Pathway,SMP0000114,drug_action
Prostaglandin D2,Valdecoxib Action Pathway,SMP0000116,drug_action
Prostaglandin D2,Antipyrine Action Pathway,SMP0000692,drug_action
Prostaglandin D2,Flurbiprofen Action Pathway,SMP0000697,drug_action
Prostaglandin D2,Nepafenac Action Pathway,SMP0000702,drug_action
Prostaglandin D2,Etodolac Action Pathway,SMP0000084,drug_action
Prostaglandin D2,Ketoprofen Action Pathway,SMP0000085,drug_action
Prostaglandin D2,Ibuprofen Action Pathway,SMP0000086,drug_action
Prostaglandin D2,Celecoxib Action Pathway,SMP0000096,drug_action
Prostaglandin D2,Suprofen Action Pathway,SMP0000101,drug_action
Prostaglandin D2,Indomethacin Action Pathway,SMP0000104,drug_action
Prostaglandin D2,Diflunisal Action Pathway,SMP0000289,drug_action
Prostaglandin D2,Leukotriene C4 Synthesis Deficiency,SMP0000353,disease
Prostaglandin D2,Antrafenine Action Pathway,SMP0000693,drug_action
Prostaglandin D2,Fenoprofen Action Pathway,SMP0000696,drug_action
Prostaglandin D2,Magnesium Salicylate Action Pathway,SMP0000698,drug_action
Prostaglandin D2,Lornoxicam Action Pathway,SMP0000700,drug_action
Prostaglandin D2,Trisalicylate-Choline Action Pathway,SMP0000703,drug_action
Prostaglandin D2,Tolmetin Action Pathway,SMP0000704,drug_action
Prostaglandin D2,Tiaprofenic Acid Action Pathway,SMP0000705,drug_action
Prostaglandin D2,Tenoxicam Action Pathway,SMP0000706,drug_action
Prostaglandin D2,Salicylic Acid Action Pathway,SMP0000709,drug_action
Prostaglandin D2,Arachidonic Acid Metabolism,SMP0000075,metabolic
Prostaglandin D2,Acetylsalicylic Acid Action Pathway,SMP0000083,drug_action
Prostaglandin D2,Ketorolac Action Pathway,SMP0000098,drug_action
Prostaglandin D2,Bromfenac Action Pathway,SMP0000102,drug_action
Kynurenine,Tryptophan Metabolism,SMP0000063,metabolic
Butenoic Acid,Fatty Acid Biosynthesis,SMP0000456,metabolic
N,N-dimethylglycine,Glycine and Serine Metabolism,SMP0000004,metabolic
